DATA DA OCORRÊNCIA,NOME EMPPR,FUNCAO-DENOMINACAO,VALOR
8/13/2025,Operador 18,MECANICO MANUTENCAO PL,"2,03"
8/13/2025,Operador 20,MECANICO MANUTENCAO PL,"1,15"
8/13/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,12"
8/13/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"1,32"
8/13/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
8/13/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"2,07"
8/13/2025,Operador 31,FERRAMENTEIRO SR,"1,88"
8/13/2025,Operador 33,MECANICO MANUTENCAO SR,"0,48"
8/13/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"2,1"
8/13/2025,Operador 37,MECANICO MANUTENCAO SR,"0,18"
8/13/2025,Operador 39,MECANICO MANUTENCAO PL,"0,43"
8/14/2025,Operador 1,TECNICO ELETRONICO JR,"0,7"
8/14/2025,Operador 2,MECANICO MANUTENCAO SR,"1,25"
8/14/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,35"
8/14/2025,Operador 5,MECANICO MANUTENCAO PL,"1,72"
8/14/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,25"
8/14/2025,Operador 11,OP CALD UTI PL,"0,27"
8/14/2025,Operador 12,TECNICO ELETRONICO JR,"0,1"
8/14/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,98"
8/14/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,47"
8/14/2025,Operador 18,MECANICO MANUTENCAO PL,"1,22"
8/14/2025,Operador 20,MECANICO MANUTENCAO PL,"1,47"
8/14/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"1,3"
8/14/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"1,47"
8/14/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,68"
8/14/2025,Operador 31,FERRAMENTEIRO SR,"1,93"
8/14/2025,Operador 33,MECANICO MANUTENCAO SR,"0,22"
8/14/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,73"
8/14/2025,Operador 37,MECANICO MANUTENCAO SR,"0,18"
8/15/2025,Operador 1,TECNICO ELETRONICO JR,"0,48"
8/15/2025,Operador 2,MECANICO MANUTENCAO SR,"0,95"
8/15/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,67"
8/15/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,42"
8/15/2025,Operador 5,MECANICO MANUTENCAO PL,"0,97"
8/15/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,3"
8/15/2025,Operador 11,OP CALD UTI PL,"0,33"
8/15/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,08"
8/15/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,65"
8/15/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,43"
8/15/2025,Operador 18,MECANICO MANUTENCAO PL,"0,63"
8/15/2025,Operador 20,MECANICO MANUTENCAO PL,"0,83"
8/15/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,28"
8/15/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,65"
8/15/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,4"
8/15/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,48"
8/15/2025,Operador 26,MECANICO MANUTENCAO PL,"0,3"
8/15/2025,Operador 27,OP CALD UTI PL,"0,17"
8/15/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"1,77"
8/15/2025,Operador 31,FERRAMENTEIRO SR,"1,87"
8/15/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,5"
8/15/2025,Operador 37,MECANICO MANUTENCAO SR,"0,32"
8/16/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,12"
8/16/2025,Operador 14,TEC DESENHO INDUSTRIAL,"5,95"
8/16/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,52"
8/16/2025,Operador 19,OP UTILIDADES JR,"0,58"
8/16/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"5,95"
8/16/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,22"
8/16/2025,Operador 26,MECANICO MANUTENCAO PL,"0,12"
8/16/2025,Operador 27,OP CALD UTI PL,"0,77"
8/16/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,52"
8/16/2025,Operador 31,FERRAMENTEIRO SR,"6,63"
8/17/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,2"
8/17/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
8/17/2025,Operador 27,OP CALD UTI PL,"0,22"
8/17/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,2"
8/17/2025,Operador 37,MECANICO MANUTENCAO SR,"0,25"
8/18/2025,Operador 3,TEC ELETRICO MECANICO PL,"1,92"
8/18/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,98"
8/18/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,1"
8/18/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"5,1"
8/18/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,57"
8/18/2025,Operador 16,FERRAMENTEIRO SR,"6,98"
8/18/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,92"
8/18/2025,Operador 18,MECANICO MANUTENCAO PL,"0,23"
8/18/2025,Operador 20,MECANICO MANUTENCAO PL,"1,9"
8/18/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,57"
8/18/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,35"
8/18/2025,Operador 26,MECANICO MANUTENCAO PL,"0,2"
8/18/2025,Operador 27,OP CALD UTI PL,"0,47"
8/18/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,2"
8/18/2025,Operador 31,FERRAMENTEIRO SR,"1,23"
8/18/2025,Operador 33,MECANICO MANUTENCAO SR,"1,05"
8/18/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,93"
8/18/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,1"
8/18/2025,Operador 37,MECANICO MANUTENCAO SR,"1,88"
8/18/2025,Operador 40,MECANICO MANUTENCAO PL,"1,9"
8/19/2025,Operador 1,TECNICO ELETRONICO JR,"0,62"
8/19/2025,Operador 2,MECANICO MANUTENCAO SR,"0,92"
8/19/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,33"
8/19/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,65"
8/19/2025,Operador 5,MECANICO MANUTENCAO PL,"0,43"
8/19/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,2"
8/19/2025,Operador 11,OP CALD UTI PL,"0,37"
8/19/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,85"
8/19/2025,Operador 16,FERRAMENTEIRO SR,"6,98"
8/19/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,73"
8/19/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,22"
8/19/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,62"
8/19/2025,Operador 26,MECANICO MANUTENCAO PL,"0,1"
8/19/2025,Operador 27,OP CALD UTI PL,"0,28"
8/19/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"1,98"
8/19/2025,Operador 31,FERRAMENTEIRO SR,"1,87"
8/19/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,02"
8/20/2025,Operador 1,TECNICO ELETRONICO JR,"0,23"
8/20/2025,Operador 2,MECANICO MANUTENCAO SR,"0,63"
8/20/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,35"
8/20/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,33"
8/20/2025,Operador 8,OP CALD UTI JR,1
8/20/2025,Operador 11,OP CALD UTI PL,"0,12"
8/20/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,38"
8/20/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,5"
8/20/2025,Operador 16,FERRAMENTEIRO SR,7
8/20/2025,Operador 20,MECANICO MANUTENCAO PL,"0,23"
8/20/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,17"
8/20/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,5"
8/20/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,67"
8/20/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,25"
8/20/2025,Operador 26,MECANICO MANUTENCAO PL,"0,33"
8/20/2025,Operador 27,OP CALD UTI PL,"0,23"
8/20/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,35"
8/20/2025,Operador 31,FERRAMENTEIRO SR,"1,82"
8/20/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,43"
8/21/2025,Operador 1,TECNICO ELETRONICO JR,"0,2"
8/21/2025,Operador 2,MECANICO MANUTENCAO SR,"0,75"
8/21/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,2"
8/21/2025,Operador 5,MECANICO MANUTENCAO PL,"0,48"
8/21/2025,Operador 8,OP CALD UTI JR,1
8/21/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,13"
8/21/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"2,92"
8/21/2025,Operador 16,FERRAMENTEIRO SR,"6,97"
8/21/2025,Operador 18,MECANICO MANUTENCAO PL,"0,15"
8/21/2025,Operador 20,MECANICO MANUTENCAO PL,"0,28"
8/21/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,15"
8/21/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,35"
8/21/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,2"
8/21/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,37"
8/22/2025,Operador 1,TECNICO ELETRONICO JR,"0,53"
8/22/2025,Operador 2,MECANICO MANUTENCAO SR,"0,9"
8/22/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,42"
8/22/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"2,07"
8/22/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,37"
8/22/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,85"
8/22/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,28"
8/22/2025,Operador 16,FERRAMENTEIRO SR,"6,98"
8/22/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,57"
8/22/2025,Operador 18,MECANICO MANUTENCAO PL,"0,38"
8/22/2025,Operador 20,MECANICO MANUTENCAO PL,"0,38"
8/22/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,17"
8/22/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,27"
8/22/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,53"
8/22/2025,Operador 27,OP CALD UTI PL,"0,37"
8/22/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"2,33"
8/22/2025,Operador 31,FERRAMENTEIRO SR,"0,97"
8/22/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,62"
8/23/2025,Operador 1,TECNICO ELETRONICO JR,"0,28"
8/23/2025,Operador 2,MECANICO MANUTENCAO SR,"0,8"
8/23/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,25"
8/23/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,22"
8/23/2025,Operador 16,FERRAMENTEIRO SR,"5,03"
8/23/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,25"
8/23/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,15"
8/23/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,28"
8/23/2025,Operador 26,MECANICO MANUTENCAO PL,"0,15"
8/23/2025,Operador 27,OP CALD UTI PL,"0,2"
8/23/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,25"
8/24/2025,Operador 1,TECNICO ELETRONICO JR,"0,33"
8/24/2025,Operador 2,MECANICO MANUTENCAO SR,"0,92"
8/24/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,32"
8/24/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,22"
8/24/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,35"
8/24/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,22"
8/24/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,18"
8/24/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,33"
8/24/2025,Operador 26,MECANICO MANUTENCAO PL,"0,22"
8/24/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,33"
8/24/2025,Operador 33,MECANICO MANUTENCAO SR,"0,1"
8/25/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,8"
8/25/2025,Operador 5,MECANICO MANUTENCAO PL,"0,13"
8/25/2025,Operador 11,OP CALD UTI PL,"0,25"
8/25/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,02"
8/25/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,37"
8/25/2025,Operador 16,FERRAMENTEIRO SR,"7,02"
8/25/2025,Operador 18,MECANICO MANUTENCAO PL,"0,13"
8/25/2025,Operador 19,OP UTILIDADES JR,"0,77"
8/25/2025,Operador 20,MECANICO MANUTENCAO PL,"0,43"
8/25/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,7"
8/25/2025,Operador 27,OP CALD UTI PL,"0,13"
8/25/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
8/25/2025,Operador 31,FERRAMENTEIRO SR,"0,13"
8/25/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,42"
8/26/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,5"
8/26/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,23"
8/26/2025,Operador 5,MECANICO MANUTENCAO PL,"0,15"
8/26/2025,Operador 11,OP CALD UTI PL,"0,25"
8/26/2025,Operador 12,TECNICO ELETRONICO JR,"0,6"
8/26/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,07"
8/26/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,05"
8/26/2025,Operador 16,FERRAMENTEIRO SR,"6,92"
8/26/2025,Operador 20,MECANICO MANUTENCAO PL,"0,3"
8/26/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,3"
8/26/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,15"
8/26/2025,Operador 26,MECANICO MANUTENCAO PL,"0,13"
8/26/2025,Operador 27,OP CALD UTI PL,"0,15"
8/26/2025,Operador 31,FERRAMENTEIRO SR,"1,32"
8/26/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,17"
8/27/2025,Operador 1,TECNICO ELETRONICO JR,"0,28"
8/27/2025,Operador 2,MECANICO MANUTENCAO SR,"0,67"
8/27/2025,Operador 3,TEC ELETRICO MECANICO PL,"1,78"
8/27/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,68"
8/27/2025,Operador 5,MECANICO MANUTENCAO PL,"0,17"
8/27/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,45"
8/27/2025,Operador 11,OP CALD UTI PL,"0,18"
8/27/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"3,03"
8/27/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,52"
8/27/2025,Operador 16,FERRAMENTEIRO SR,"6,95"
8/27/2025,Operador 18,MECANICO MANUTENCAO PL,"5,02"
8/27/2025,Operador 20,MECANICO MANUTENCAO PL,"0,93"
8/27/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,15"
8/27/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,5"
8/27/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,18"
8/27/2025,Operador 26,MECANICO MANUTENCAO PL,"0,22"
8/27/2025,Operador 31,FERRAMENTEIRO SR,"1,42"
8/27/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,58"
8/28/2025,Operador 1,TECNICO ELETRONICO JR,"0,15"
8/28/2025,Operador 2,MECANICO MANUTENCAO SR,"0,55"
8/28/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,22"
8/28/2025,Operador 5,MECANICO MANUTENCAO PL,"1,47"
8/28/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"2,53"
8/28/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,22"
8/28/2025,Operador 16,FERRAMENTEIRO SR,"6,97"
8/28/2025,Operador 18,MECANICO MANUTENCAO PL,"0,15"
8/28/2025,Operador 19,OP UTILIDADES JR,"0,18"
8/28/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,32"
8/28/2025,Operador 31,FERRAMENTEIRO SR,"1,88"
8/28/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,7"
8/28/2025,Operador 37,MECANICO MANUTENCAO SR,"0,3"
8/29/2025,Operador 2,MECANICO MANUTENCAO SR,"0,7"
8/29/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,82"
8/29/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,37"
8/29/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,73"
8/29/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,33"
8/29/2025,Operador 16,FERRAMENTEIRO SR,"6,93"
8/29/2025,Operador 18,MECANICO MANUTENCAO PL,"0,93"
8/29/2025,Operador 19,OP UTILIDADES JR,"0,58"
8/29/2025,Operador 20,MECANICO MANUTENCAO PL,"0,93"
8/29/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,17"
8/29/2025,Operador 31,FERRAMENTEIRO SR,"0,67"
8/29/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,87"
8/30/2025,Operador 1,TECNICO ELETRONICO JR,"0,25"
8/30/2025,Operador 2,MECANICO MANUTENCAO SR,"0,87"
8/30/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"4,5"
8/30/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,42"
8/30/2025,Operador 12,TECNICO ELETRONICO JR,"0,38"
8/30/2025,Operador 16,FERRAMENTEIRO SR,"5,25"
8/30/2025,Operador 19,OP UTILIDADES JR,"0,38"
8/30/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"1,02"
8/30/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,35"
8/30/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"0,38"
8/31/2025,Operador 2,MECANICO MANUTENCAO SR,"0,52"
8/31/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,37"
8/31/2025,Operador 8,OP CALD UTI JR,1
8/31/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,13"
8/31/2025,Operador 11,OP CALD UTI PL,"0,23"
8/31/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,4"
8/31/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,15"
8/31/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,1"
8/31/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,2"
9/1/2025,Operador 2,MECANICO MANUTENCAO SR,"0,28"
9/1/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,17"
9/1/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,13"
9/1/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,13"
9/1/2025,Operador 26,MECANICO MANUTENCAO PL,"0,15"
9/1/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
9/2/2025,Operador 1,TECNICO ELETRONICO JR,"1,73"
9/2/2025,Operador 2,MECANICO MANUTENCAO SR,"0,6"
9/2/2025,Operador 5,MECANICO MANUTENCAO PL,"0,6"
9/2/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,88"
9/2/2025,Operador 8,OP CALD UTI JR,"0,12"
9/2/2025,Operador 11,OP CALD UTI PL,"0,1"
9/2/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,05"
9/2/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,68"
9/2/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,92"
9/2/2025,Operador 20,MECANICO MANUTENCAO PL,"0,22"
9/2/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,27"
9/2/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"0,2"
9/2/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,32"
9/2/2025,Operador 28,OP CALD UTI PL,"0,22"
9/2/2025,Operador 31,FERRAMENTEIRO SR,"1,45"
9/2/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,3"
9/2/2025,Operador 37,MECANICO MANUTENCAO SR,"0,35"
9/2/2025,Operador 38,FERRAMENTEIRO SR,"0,12"
9/3/2025,Operador 1,TECNICO ELETRONICO JR,"0,15"
9/3/2025,Operador 2,MECANICO MANUTENCAO SR,"0,53"
9/3/2025,Operador 5,MECANICO MANUTENCAO PL,1
9/3/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,15"
9/3/2025,Operador 8,OP CALD UTI JR,"0,1"
9/3/2025,Operador 11,OP CALD UTI PL,"0,18"
9/3/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,08"
9/3/2025,Operador 14,TEC DESENHO INDUSTRIAL,1
9/3/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"1,03"
9/3/2025,Operador 16,FERRAMENTEIRO SR,"0,15"
9/3/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,9"
9/3/2025,Operador 19,OP UTILIDADES JR,"0,32"
9/3/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,3"
9/3/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"0,68"
9/3/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,28"
9/3/2025,Operador 31,FERRAMENTEIRO SR,"1,58"
9/3/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,27"
9/3/2025,Operador 37,MECANICO MANUTENCAO SR,"0,18"
9/3/2025,Operador 38,FERRAMENTEIRO SR,"0,52"
9/4/2025,Operador 1,TECNICO ELETRONICO JR,"0,73"
9/4/2025,Operador 2,MECANICO MANUTENCAO SR,"0,73"
9/4/2025,Operador 5,MECANICO MANUTENCAO PL,"0,98"
9/4/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,6"
9/4/2025,Operador 8,OP CALD UTI JR,"0,18"
9/4/2025,Operador 11,OP CALD UTI PL,"0,43"
9/4/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,72"
9/4/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,87"
9/4/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
9/4/2025,Operador 18,MECANICO MANUTENCAO PL,"0,97"
9/4/2025,Operador 19,OP UTILIDADES JR,"0,38"
9/4/2025,Operador 20,MECANICO MANUTENCAO PL,"0,97"
9/4/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,27"
9/4/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,68"
9/4/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,37"
9/4/2025,Operador 28,OP CALD UTI PL,"0,27"
9/4/2025,Operador 31,FERRAMENTEIRO SR,"1,87"
9/4/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,03"
9/4/2025,Operador 37,MECANICO MANUTENCAO SR,"0,15"
9/4/2025,Operador 38,FERRAMENTEIRO SR,"0,33"
9/5/2025,Operador 1,TECNICO ELETRONICO JR,"0,97"
9/5/2025,Operador 2,MECANICO MANUTENCAO SR,"0,75"
9/5/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,25"
9/5/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,23"
9/5/2025,Operador 5,MECANICO MANUTENCAO PL,"1,57"
9/5/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,27"
9/5/2025,Operador 11,OP CALD UTI PL,"0,15"
9/5/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,03"
9/5/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,42"
9/5/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,6"
9/5/2025,Operador 18,MECANICO MANUTENCAO PL,"0,9"
9/5/2025,Operador 20,MECANICO MANUTENCAO PL,"0,48"
9/5/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,42"
9/5/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"0,1"
9/5/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,02"
9/5/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,42"
9/5/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,25"
9/5/2025,Operador 31,FERRAMENTEIRO SR,"1,88"
9/5/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,62"
9/5/2025,Operador 38,FERRAMENTEIRO SR,"0,32"
9/6/2025,Operador 1,TECNICO ELETRONICO JR,"0,23"
9/6/2025,Operador 2,MECANICO MANUTENCAO SR,"0,6"
9/6/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,45"
9/6/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,23"
9/6/2025,Operador 5,MECANICO MANUTENCAO PL,"7,58"
9/6/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,72"
9/6/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"7,6"
9/6/2025,Operador 11,OP CALD UTI PL,"0,28"
9/6/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,62"
9/6/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,3"
9/6/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,58"
9/6/2025,Operador 18,MECANICO MANUTENCAO PL,1
9/6/2025,Operador 20,MECANICO MANUTENCAO PL,"1,57"
9/6/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,22"
9/6/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,28"
9/6/2025,Operador 31,FERRAMENTEIRO SR,"1,38"
9/6/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,42"
9/6/2025,Operador 37,MECANICO MANUTENCAO SR,"7,73"
9/6/2025,Operador 38,FERRAMENTEIRO SR,"0,65"
9/6/2025,Operador 40,MECANICO MANUTENCAO PL,"7,58"
9/7/2025,Operador 1,TECNICO ELETRONICO JR,"7,88"
9/7/2025,Operador 3,TEC ELETRICO MECANICO PL,"7,92"
9/7/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"7,97"
9/7/2025,Operador 6,TEC EL ELETRONICO PL - CM,8
9/7/2025,Operador 14,TEC DESENHO INDUSTRIAL,"5,77"
9/7/2025,Operador 19,OP UTILIDADES JR,8
9/7/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"6,38"
9/7/2025,Operador 27,OP CALD UTI PL,8
9/7/2025,Operador 28,OP CALD UTI PL,"7,52"
9/7/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,8
9/7/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"7,43"
9/7/2025,Operador 32,MECANICO MANUTENCAO SR,"7,52"
9/7/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"6,37"
9/7/2025,Operador 36,MECANICO MANUTENCAO SR - CM,"7,55"
