DATA DA OCORRÊNCIA,NOME EMPPR,FUNCAO-DENOMINACAO,VALOR
7/21/2025,Operador 18,MECANICO MANUTENCAO PL,"0,43"
7/21/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,13"
7/21/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,12"
7/21/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,43"
7/21/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"0,12"
7/21/2025,Operador 31,FERRAMENTEIRO SR,"0,32"
7/21/2025,Operador 33,MECANICO MANUTENCAO SR,"0,2"
7/21/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,72"
7/21/2025,Operador 36,MECANICO MANUTENCAO SR - CM,"0,13"
7/21/2025,Operador 37,MECANICO MANUTENCAO SR,"0,17"
7/21/2025,Operador 38,FERRAMENTEIRO SR,"1,87"
7/21/2025,Operador 39,MECANICO MANUTENCAO PL,"0,32"
7/21/2025,Operador 40,MECANICO MANUTENCAO PL,"0,12"
7/22/2025,Operador 1,TECNICO ELETRONICO JR,"0,5"
7/22/2025,Operador 2,MECANICO MANUTENCAO SR,"0,95"
7/22/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,4"
7/22/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,4"
7/22/2025,Operador 11,OP CALD UTI PL,"0,4"
7/22/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,07"
7/22/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,7"
7/22/2025,Operador 16,FERRAMENTEIRO SR,"0,22"
7/22/2025,Operador 18,MECANICO MANUTENCAO PL,"0,42"
7/22/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,37"
7/22/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,52"
7/22/2025,Operador 27,OP CALD UTI PL,"0,4"
7/22/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,12"
7/22/2025,Operador 31,FERRAMENTEIRO SR,"1,92"
7/22/2025,Operador 33,MECANICO MANUTENCAO SR,"0,33"
7/22/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,2"
7/22/2025,Operador 38,FERRAMENTEIRO SR,"1,03"
7/23/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,9"
7/23/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,2"
7/23/2025,Operador 12,TECNICO ELETRONICO JR,"0,15"
7/23/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,37"
7/23/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,78"
7/23/2025,Operador 16,FERRAMENTEIRO SR,"0,12"
7/23/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,85"
7/23/2025,Operador 18,MECANICO MANUTENCAO PL,"0,27"
7/23/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,25"
7/23/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,17"
7/23/2025,Operador 26,MECANICO MANUTENCAO PL,"0,2"
7/23/2025,Operador 27,OP CALD UTI PL,"0,45"
7/23/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,88"
7/23/2025,Operador 31,FERRAMENTEIRO SR,"1,53"
7/23/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,33"
7/23/2025,Operador 38,FERRAMENTEIRO SR,"0,58"
7/24/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,78"
7/24/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,5"
7/24/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,97"
7/24/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,73"
7/24/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,27"
7/24/2025,Operador 18,MECANICO MANUTENCAO PL,"0,4"
7/24/2025,Operador 19,OP UTILIDADES JR,"0,12"
7/24/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,22"
7/24/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,13"
7/24/2025,Operador 26,MECANICO MANUTENCAO PL,"0,12"
7/24/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,25"
7/24/2025,Operador 31,FERRAMENTEIRO SR,"1,78"
7/24/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,33"
7/24/2025,Operador 38,FERRAMENTEIRO SR,"0,9"
7/25/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,5"
7/25/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,4"
7/25/2025,Operador 12,TECNICO ELETRONICO JR,"1,45"
7/25/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,25"
7/25/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,43"
7/25/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,95"
7/25/2025,Operador 18,MECANICO MANUTENCAO PL,"1,38"
7/25/2025,Operador 19,OP UTILIDADES JR,"0,27"
7/25/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,43"
7/25/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,17"
7/25/2025,Operador 26,MECANICO MANUTENCAO PL,"0,15"
7/25/2025,Operador 27,OP CALD UTI PL,"0,22"
7/25/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"1,63"
7/25/2025,Operador 31,FERRAMENTEIRO SR,"1,78"
7/25/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,82"
7/25/2025,Operador 37,MECANICO MANUTENCAO SR,"0,2"
7/25/2025,Operador 38,FERRAMENTEIRO SR,"0,63"
7/26/2025,Operador 1,TECNICO ELETRONICO JR,"0,25"
7/26/2025,Operador 2,MECANICO MANUTENCAO SR,"0,73"
7/26/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"7,28"
7/26/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,95"
7/26/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,27"
7/26/2025,Operador 11,OP CALD UTI PL,"0,22"
7/26/2025,Operador 12,TECNICO ELETRONICO JR,"0,17"
7/26/2025,Operador 16,FERRAMENTEIRO SR,"6,18"
7/26/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,57"
7/26/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,2"
7/26/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,23"
7/26/2025,Operador 26,MECANICO MANUTENCAO PL,"0,25"
7/26/2025,Operador 27,OP CALD UTI PL,"0,43"
7/26/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,43"
7/26/2025,Operador 38,FERRAMENTEIRO SR,"5,22"
7/27/2025,Operador 1,TECNICO ELETRONICO JR,"0,4"
7/27/2025,Operador 2,MECANICO MANUTENCAO SR,"0,85"
7/27/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,18"
7/27/2025,Operador 11,OP CALD UTI PL,"0,45"
7/27/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,37"
7/27/2025,Operador 18,MECANICO MANUTENCAO PL,"4,9"
7/27/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,15"
7/27/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,28"
7/27/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,4"
7/27/2025,Operador 26,MECANICO MANUTENCAO PL,"0,22"
7/27/2025,Operador 27,OP CALD UTI PL,"0,47"
7/27/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,37"
7/27/2025,Operador 31,FERRAMENTEIRO SR,"5,92"
7/28/2025,Operador 1,TECNICO ELETRONICO JR,"0,45"
7/28/2025,Operador 2,MECANICO MANUTENCAO SR,"0,83"
7/28/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,67"
7/28/2025,Operador 10,MECANICO DE MANUTENCAO JR,"1,22"
7/28/2025,Operador 11,OP CALD UTI PL,"0,27"
7/28/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"2,88"
7/28/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,58"
7/28/2025,Operador 19,OP UTILIDADES JR,"0,13"
7/28/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,25"
7/28/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,48"
7/28/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,45"
7/28/2025,Operador 31,FERRAMENTEIRO SR,"1,5"
7/28/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,43"
7/28/2025,Operador 37,MECANICO MANUTENCAO SR,"0,2"
7/28/2025,Operador 38,FERRAMENTEIRO SR,"0,88"
7/29/2025,Operador 1,TECNICO ELETRONICO JR,"0,48"
7/29/2025,Operador 2,MECANICO MANUTENCAO SR,"1,07"
7/29/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,97"
7/29/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,12"
7/29/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,47"
7/29/2025,Operador 11,OP CALD UTI PL,"0,1"
7/29/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,47"
7/29/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,77"
7/29/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,4"
7/29/2025,Operador 18,MECANICO MANUTENCAO PL,"0,75"
7/29/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,33"
7/29/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,47"
7/29/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,33"
7/29/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,48"
7/29/2025,Operador 26,MECANICO MANUTENCAO PL,"0,27"
7/29/2025,Operador 27,OP CALD UTI PL,"0,38"
7/29/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,78"
7/29/2025,Operador 31,FERRAMENTEIRO SR,"1,52"
7/29/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,58"
7/29/2025,Operador 37,MECANICO MANUTENCAO SR,"0,22"
7/29/2025,Operador 38,FERRAMENTEIRO SR,"0,93"
7/30/2025,Operador 1,TECNICO ELETRONICO JR,"0,18"
7/30/2025,Operador 2,MECANICO MANUTENCAO SR,"1,57"
7/30/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,93"
7/30/2025,Operador 11,OP CALD UTI PL,"0,45"
7/30/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,67"
7/30/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,52"
7/30/2025,Operador 16,FERRAMENTEIRO SR,"0,12"
7/30/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,92"
7/30/2025,Operador 18,MECANICO MANUTENCAO PL,"1,48"
7/30/2025,Operador 19,OP UTILIDADES JR,"0,37"
7/30/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"1,3"
7/30/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,52"
7/30/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,18"
7/30/2025,Operador 27,OP CALD UTI PL,"0,23"
7/30/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,88"
7/30/2025,Operador 31,FERRAMENTEIRO SR,"1,82"
7/30/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,48"
7/30/2025,Operador 37,MECANICO MANUTENCAO SR,"0,35"
7/30/2025,Operador 38,FERRAMENTEIRO SR,"1,95"
7/31/2025,Operador 2,MECANICO MANUTENCAO SR,"1,03"
7/31/2025,Operador 4,MECANICO MANUTENCAO SR - CM,2
7/31/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
7/31/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,55"
7/31/2025,Operador 11,OP CALD UTI PL,"0,38"
7/31/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,1
7/31/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,03"
7/31/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,67"
7/31/2025,Operador 18,MECANICO MANUTENCAO PL,"1,53"
7/31/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,37"
7/31/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"1,03"
7/31/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,17"
7/31/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,37"
7/31/2025,Operador 26,MECANICO MANUTENCAO PL,"0,23"
7/31/2025,Operador 27,OP CALD UTI PL,"0,35"
7/31/2025,Operador 31,FERRAMENTEIRO SR,"1,83"
7/31/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,38"
7/31/2025,Operador 37,MECANICO MANUTENCAO SR,"0,15"
7/31/2025,Operador 38,FERRAMENTEIRO SR,"0,67"
8/1/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,48"
8/1/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,52"
8/1/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,12"
8/1/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,32"
8/1/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,35"
8/1/2025,Operador 18,MECANICO MANUTENCAO PL,"0,33"
8/1/2025,Operador 20,MECANICO MANUTENCAO PL,"1,4"
8/1/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"1,32"
8/1/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,5"
8/1/2025,Operador 26,MECANICO MANUTENCAO PL,"0,5"
8/1/2025,Operador 27,OP CALD UTI PL,"0,65"
8/1/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,35"
8/1/2025,Operador 31,FERRAMENTEIRO SR,2
8/1/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,08"
8/1/2025,Operador 37,MECANICO MANUTENCAO SR,"0,12"
8/1/2025,Operador 38,FERRAMENTEIRO SR,"0,5"
8/2/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,63"
8/2/2025,Operador 16,FERRAMENTEIRO SR,"6,08"
8/2/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,35"
8/2/2025,Operador 19,OP UTILIDADES JR,"0,25"
8/2/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,3"
8/2/2025,Operador 26,MECANICO MANUTENCAO PL,"0,28"
8/2/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,37"
8/2/2025,Operador 32,MECANICO MANUTENCAO SR,"0,13"
8/2/2025,Operador 37,MECANICO MANUTENCAO SR,"0,53"
8/2/2025,Operador 39,MECANICO MANUTENCAO PL,"0,18"
8/3/2025,Operador 1,TECNICO ELETRONICO JR,"0,32"
8/3/2025,Operador 2,MECANICO MANUTENCAO SR,"0,62"
8/3/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,58"
8/3/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,1"
8/3/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,6"
8/3/2025,Operador 20,MECANICO MANUTENCAO PL,"6,35"
8/3/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,28"
8/3/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,32"
8/3/2025,Operador 26,MECANICO MANUTENCAO PL,"0,28"
8/3/2025,Operador 27,OP CALD UTI PL,"0,28"
8/3/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,42"
8/3/2025,Operador 31,FERRAMENTEIRO SR,"6,48"
8/4/2025,Operador 1,TECNICO ELETRONICO JR,"1,67"
8/4/2025,Operador 2,MECANICO MANUTENCAO SR,"0,78"
8/4/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,7"
8/4/2025,Operador 5,MECANICO MANUTENCAO PL,"0,35"
8/4/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,13"
8/4/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"1,88"
8/4/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,5"
8/4/2025,Operador 11,OP CALD UTI PL,"0,18"
8/4/2025,Operador 12,TECNICO ELETRONICO JR,"1,58"
8/4/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,7"
8/4/2025,Operador 16,FERRAMENTEIRO SR,"0,1"
8/4/2025,Operador 18,MECANICO MANUTENCAO PL,"1,97"
8/4/2025,Operador 19,OP UTILIDADES JR,"0,47"
8/4/2025,Operador 20,MECANICO MANUTENCAO PL,"1,4"
8/4/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"1,85"
8/4/2025,Operador 31,FERRAMENTEIRO SR,"1,52"
8/4/2025,Operador 33,MECANICO MANUTENCAO SR,"0,17"
8/4/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,1"
8/4/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,5"
8/4/2025,Operador 37,MECANICO MANUTENCAO SR,"0,2"
8/4/2025,Operador 38,FERRAMENTEIRO SR,"1,75"
8/4/2025,Operador 40,MECANICO MANUTENCAO PL,"0,12"
8/5/2025,Operador 1,TECNICO ELETRONICO JR,"0,33"
8/5/2025,Operador 2,MECANICO MANUTENCAO SR,"0,77"
8/5/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,65"
8/5/2025,Operador 5,MECANICO MANUTENCAO PL,"1,4"
8/5/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,45"
8/5/2025,Operador 11,OP CALD UTI PL,"0,22"
8/5/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,82"
8/5/2025,Operador 18,MECANICO MANUTENCAO PL,2
8/5/2025,Operador 19,OP UTILIDADES JR,"0,27"
8/5/2025,Operador 20,MECANICO MANUTENCAO PL,"0,13"
8/5/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,37"
8/5/2025,Operador 31,FERRAMENTEIRO SR,"0,95"
8/5/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,55"
8/5/2025,Operador 38,FERRAMENTEIRO SR,"1,95"
8/6/2025,Operador 1,TECNICO ELETRONICO JR,"0,65"
8/6/2025,Operador 2,MECANICO MANUTENCAO SR,"0,43"
8/6/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,95"
8/6/2025,Operador 5,MECANICO MANUTENCAO PL,"1,6"
8/6/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,22"
8/6/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,55"
8/6/2025,Operador 12,TECNICO ELETRONICO JR,"0,2"
8/6/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,92"
8/6/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,8"
8/6/2025,Operador 16,FERRAMENTEIRO SR,"0,1"
8/6/2025,Operador 18,MECANICO MANUTENCAO PL,1
8/6/2025,Operador 20,MECANICO MANUTENCAO PL,"1,9"
8/6/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"1,75"
8/6/2025,Operador 31,FERRAMENTEIRO SR,"1,93"
8/6/2025,Operador 33,MECANICO MANUTENCAO SR,"0,13"
8/6/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,92"
8/6/2025,Operador 37,MECANICO MANUTENCAO SR,"0,4"
8/6/2025,Operador 38,FERRAMENTEIRO SR,"1,98"
8/7/2025,Operador 1,TECNICO ELETRONICO JR,"0,4"
8/7/2025,Operador 2,MECANICO MANUTENCAO SR,"0,8"
8/7/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,12"
8/7/2025,Operador 4,MECANICO MANUTENCAO SR - CM,2
8/7/2025,Operador 5,MECANICO MANUTENCAO PL,"1,27"
8/7/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,57"
8/7/2025,Operador 11,OP CALD UTI PL,"0,33"
8/7/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"2,85"
8/7/2025,Operador 14,TEC DESENHO INDUSTRIAL,1
8/7/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,1
8/7/2025,Operador 18,MECANICO MANUTENCAO PL,1
8/7/2025,Operador 20,MECANICO MANUTENCAO PL,2
8/7/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,1"
8/7/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,4"
8/7/2025,Operador 26,MECANICO MANUTENCAO PL,"0,12"
8/7/2025,Operador 27,OP CALD UTI PL,"0,33"
8/7/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,12"
8/7/2025,Operador 31,FERRAMENTEIRO SR,"1,88"
8/7/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,43"
8/7/2025,Operador 37,MECANICO MANUTENCAO SR,"0,1"
8/7/2025,Operador 38,FERRAMENTEIRO SR,"1,43"
8/8/2025,Operador 1,TECNICO ELETRONICO JR,"0,68"
8/8/2025,Operador 2,MECANICO MANUTENCAO SR,"1,78"
8/8/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,63"
8/8/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,05"
8/8/2025,Operador 5,MECANICO MANUTENCAO PL,"1,27"
8/8/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,7"
8/8/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,65"
8/8/2025,Operador 11,OP CALD UTI PL,"0,15"
8/8/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,82"
8/8/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,72"
8/8/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,65"
8/8/2025,Operador 18,MECANICO MANUTENCAO PL,"1,02"
8/8/2025,Operador 19,OP UTILIDADES JR,"0,35"
8/8/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,47"
8/8/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,68"
8/8/2025,Operador 26,MECANICO MANUTENCAO PL,"0,45"
8/8/2025,Operador 27,OP CALD UTI PL,"0,98"
8/8/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,63"
8/8/2025,Operador 31,FERRAMENTEIRO SR,"1,77"
8/8/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,25"
8/8/2025,Operador 37,MECANICO MANUTENCAO SR,"0,22"
8/8/2025,Operador 38,FERRAMENTEIRO SR,"0,53"
8/9/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,12"
8/9/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,9"
8/9/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,12"
8/9/2025,Operador 26,MECANICO MANUTENCAO PL,"0,12"
8/9/2025,Operador 27,OP CALD UTI PL,"0,47"
8/9/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,1"
8/9/2025,Operador 32,MECANICO MANUTENCAO SR,"0,1"
8/9/2025,Operador 36,MECANICO MANUTENCAO SR - CM,"0,35"
8/9/2025,Operador 39,MECANICO MANUTENCAO PL,"0,28"
8/10/2025,Operador 1,TECNICO ELETRONICO JR,"1,13"
8/10/2025,Operador 2,MECANICO MANUTENCAO SR,"0,95"
8/10/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,13"
8/10/2025,Operador 5,MECANICO MANUTENCAO PL,"7,68"
8/10/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,25"
8/10/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
8/10/2025,Operador 18,MECANICO MANUTENCAO PL,9
8/10/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,25"
8/10/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"1,15"
8/10/2025,Operador 26,MECANICO MANUTENCAO PL,"0,22"
8/10/2025,Operador 27,OP CALD UTI PL,"0,55"
8/10/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,12"
8/10/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"5,78"
8/10/2025,Operador 36,MECANICO MANUTENCAO SR - CM,"0,25"
8/11/2025,Operador 2,MECANICO MANUTENCAO SR,"0,93"
8/11/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,27"
8/11/2025,Operador 4,MECANICO MANUTENCAO SR - CM,1
8/11/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,15"
8/11/2025,Operador 12,TECNICO ELETRONICO JR,"0,25"
8/11/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,75"
8/11/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,47"
8/11/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,27"
8/11/2025,Operador 18,MECANICO MANUTENCAO PL,"2,03"
8/11/2025,Operador 20,MECANICO MANUTENCAO PL,"1,2"
8/11/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"0,25"
8/11/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,28"
8/11/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,25"
8/11/2025,Operador 26,MECANICO MANUTENCAO PL,"0,28"
8/11/2025,Operador 27,OP CALD UTI PL,"0,3"
8/11/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,27"
8/11/2025,Operador 31,FERRAMENTEIRO SR,"1,55"
8/11/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,6"
8/11/2025,Operador 39,MECANICO MANUTENCAO PL,"0,17"
8/12/2025,Operador 2,MECANICO MANUTENCAO SR,"1,07"
8/12/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,3"
8/12/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,85"
8/12/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,32"
8/12/2025,Operador 11,OP CALD UTI PL,"0,85"
8/12/2025,Operador 12,TECNICO ELETRONICO JR,"0,15"
8/12/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,73"
8/12/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,75"
8/12/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,2"
8/12/2025,Operador 18,MECANICO MANUTENCAO PL,"2,03"
8/12/2025,Operador 20,MECANICO MANUTENCAO PL,"1,8"
8/12/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"1,03"
8/12/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,38"
8/12/2025,Operador 26,MECANICO MANUTENCAO PL,"0,1"
8/12/2025,Operador 27,OP CALD UTI PL,"0,4"
8/12/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,12"
8/12/2025,Operador 31,FERRAMENTEIRO SR,"1,83"
8/12/2025,Operador 32,MECANICO MANUTENCAO SR,"0,15"
8/12/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"2,23"
8/12/2025,Operador 39,MECANICO MANUTENCAO PL,"0,35"
8/13/2025,Operador 2,MECANICO MANUTENCAO SR,"0,65"
8/13/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,97"
8/13/2025,Operador 5,MECANICO MANUTENCAO PL,"1,57"
8/13/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,1"
8/13/2025,Operador 11,OP CALD UTI PL,"0,22"
8/13/2025,Operador 12,TECNICO ELETRONICO JR,"0,83"
8/13/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,97"
8/13/2025,Operador 14,TEC DESENHO INDUSTRIAL,1
